order_item_id,order_id,product_id,quantity,price
5941,2520,1485,2,82
6357,680,2970,5,96
6535,2360,2030,8,48
6769,4930,896,-3,13
7143,1090,1170,2,12
7512,2451,4623,3,29
7664,1294,2111,8,5
7865,1255,3150,-9,86
8052,877,3957,5,97
8267,231,3740,2,98
8587,2679,1928,2,73
8675,2863,4839,9,43
8734,1954,2020,-10,56
9098,2349,863,7,60
9554,4839,4345,1,35
9936,916,180,2,54
10,1260,2110,8,21
1329,2167,4290,3,93
1335,4944,4586,9,26
1631,845,3001,9,59
1911,2040,949,6,33
2484,3177,1649,8,93
2703,323,756,7,76
2779,204,2319,2,70
2829,3628,4143,5,98
3492,3071,4976,4,97
3558,2277,4433,2,80
3815,2719,2591,2,6
3922,74,3402,5,42
4024,3863,1537,4,12
4249,2300,3309,10,25
4295,3017,2700,4,53
4356,3285,2522,4,5
4829,3897,3212,2,20
4832,2324,4953,1,68
5942,3947,1100,5,4
6256,23,1549,10,8
6310,2630,3077,2,33
6529,3675,43,5,71
6609,1683,1368,8,51
6859,2183,1204,8,77
6947,3754,2051,5,65
7129,2969,4473,4,31
7190,4525,3489,10,30
7229,2630,4627,10,97
7375,3576,4076,7,81
7718,3353,1812,3,84
7736,3874,2784,3,26
7794,3588,3729,8,87
8215,592,2291,8,92
8565,2914,524,10,54
8982,2281,3654,5,19
9023,244,3665,9,68
9189,1761,4402,5,62
9222,790,3401,6,59
9747,2059,1902,9,54
9791,4053,3991,3,4
360,98,1713,8,31
439,3204,1938,4,6
555,4413,2950,9,45
685,1936,4475,7,29
958,4972,1918,4,99
1232,1454,2717,10,36
1308,2025,4973,9,44
1559,4743,2490,5,13
1891,4050,1956,4,42
2211,3011,2007,3,78
2335,1754,3666,9,56
2409,2061,2023,7,31
2508,165,738,7,80
2539,2658,4072,6,45
2599,3596,4884,10,15
2677,2278,3357,2,14
3080,25,420,2,7
3241,4346,3718,6,96
3456,3239,2801,5,17
3626,4695,1620,10,45
3706,2194,1441,2,73
4080,318,1595,3,64
4440,2070,928,5,21
4551,123,4423,3,74
5643,667,70,2,45
5783,132,2444,8,14
5949,1152,927,6,898
6359,4608,1543,6,65
6571,244,3717,6,40
6593,3757,4535,6,96
6879,3690,1596,1,23
6960,4588,4821,2,54
7065,4638,627,10,29
7690,997,3484,3,57
8427,2119,4271,10,94
9026,4261,821,-2,14
9229,4187,3139,-2,13
9390,4534,3712,1,910
9510,133,3232,1,91
9663,2670,961,-2,92
9829,902,1252,3,81
9843,3873,690,2,96
9891,4185,456,6,76
394,998,3418,5,41
454,1938,4264,8,49
891,4229,469,10,87
1009,1013,4758,3,88
1042,2379,3307,2,63
1182,1160,3676,4,17
1476,3985,712,9,10
1498,1273,2015,9,2
1849,2715,4472,5,32
1859,522,985,7,95
1940,1717,1576,5,59
1970,886,3062,9,46
1978,4462,2372,3,66
2196,2148,3312,4,6
2340,474,1792,3,82
2741,3912,1715,8,30
2861,2748,803,6,4
3145,3874,1693,9,84
3691,3411,2773,2,96
4665,4947,2635,7,37
4775,2959,4639,5,4
5354,3155,4482,10,51
5538,175,2318,5,41
5556,2623,131,2,22
6756,4386,573,7,94
7228,2056,2459,5,67
7291,2082,1795,3,63
7581,2521,2694,7,3
8318,427,4495,10,29
8358,221,3948,3,41
8375,567,2831,8,15
8605,4992,4760,8,64
8654,1859,3121,4,81
8709,1168,1743,4,75
9115,4547,2531,2,84
9270,2426,2728,2,92
9494,4963,8,2,45
9716,3832,520,9,7
9872,23,4884,7,46
149,2814,1104,1,64
813,1729,951,5,20
1383,4477,4371,7,62
1650,1687,4225,9,60
1652,2127,3911,3,5
1942,1824,696,5,67
1983,554,551,2,18
2357,1937,2546,8,29
2406,92,573,8,100
2507,945,377,5,42
2780,2107,2367,9,10
2869,4942,2152,8,21
3255,4995,2072,7,2
3352,2896,3506,9,55
3704,4790,3348,1,14
4098,3620,2985,3,51
4112,1503,517,5,43
4219,1678,345,6,26
4227,1622,4430,5,95
4360,912,4399,6,45
4361,123,3196,6,11
4417,1367,3899,8,51
4522,4579,427,1,24
4564,925,2486,4,64
4591,2095,2955,3,23
4664,756,3148,5,3
5128,749,3197,4,45
5224,923,1288,5,12
5350,3167,690,3,100
5545,2400,2282,1,23
5663,3944,1172,10,91
5782,2065,3946,3,61
5988,200,3431,8,7
6350,4527,3718,7,83
6352,2717,2065,2,48
6763,4856,1816,8,48
6942,4129,4018,5,9
6954,1770,743,4,78
7120,1324,4338,3,15
7156,3913,4004,8,93
7263,150,3609,2,52
7296,599,4433,3,82
7835,726,1218,8,81
8483,1789,614,10,44
8786,1664,762,2,72
8882,4128,1486,4,75
8996,3634,384,10,1
9057,664,524,4,77
9298,1057,4241,7,6
9399,4097,4748,4,27
9535,2550,3417,3,50
9744,2594,4488,-10,49
9755,816,3544,2,79
7,2389,2670,9,40
280,4261,4332,2,6
486,2291,2157,9,26
602,914,3157,6,2
658,2211,1417,10,12
724,4808,2156,5,81
804,1123,1749,1,34
1076,136,3815,-1,67
1568,1509,2598,1,21
1842,1376,2332,1,56
2170,44,1879,3,55
2392,1638,4614,3,7
2858,2023,1464,3,71
2959,2479,3068,4,90
3128,3789,822,7,72
3458,1974,2392,8,55
3792,370,3831,1,43
3915,1745,31,1,86
4005,721,230,2,97
4147,4314,1442,2,85
4247,4355,391,9,12
4267,4660,3492,10,28
4294,4312,496,3,88
4724,3471,2707,7,84
5040,3779,2955,6,78
5251,1189,446,3,83
5585,3905,517,7,11
5714,4272,3075,5,89
6200,3874,4365,3,32
6442,4683,11,6,54
6821,3440,3189,2,41
7139,1840,3751,3,59
7246,2964,233,9,73
7373,1237,1806,3,47
7590,2910,1486,6,42
8599,3941,3706,9,9
8757,4916,2974,10,70
8964,566,1356,9,95
9501,969,4143,9,62
9540,4906,3508,2,22
128,2066,2588,8,9
1110,183,3587,3,70
1201,2704,3993,2,40
1281,184,1794,-3,64
1351,3252,1541,6,16
1570,2508,3029,7,53
1697,1628,2514,1,4
1701,1094,2922,8,3
1772,4861,3887,5,27
1823,499,4406,5,27
2163,2321,4636,4,75
2164,4870,1465,4,34
2327,4,4439,1,35
2363,2326,4549,-6,42
3009,3529,609,8,43
3185,3840,2792,4,2
3191,778,713,6,44
3570,1977,10,7,39
3695,3487,1772,6,64
3741,4515,1015,9,97
3867,2051,2337,1,23
4143,2828,2593,1,13
4463,2121,2048,6,8
4632,1820,1172,4,39
5270,4203,1058,2,77
5317,4934,1926,7,83
5404,3582,1486,7,84
5523,603,1099,3,59
5746,1196,4229,5,6
5944,2125,769,5,88
6044,1481,2527,4,69
6173,500,1964,10,67
6213,4169,2656,8,50
6454,906,1913,4,5
6527,3364,2422,2,19
6538,1101,1001,4,16
6542,1982,2585,5,84
6610,4260,4074,6,29
6791,1471,3421,9,25
6823,4832,2634,8,59
6845,921,96,7,25
6903,2985,145,8,78
6977,4592,385,7,11
7028,4428,1026,9,91
7937,4854,2291,5,47
8100,1935,903,9,84
8160,3663,4231,10,38
8184,155,4206,10,31
8530,1292,2197,6,81
8645,531,459,6,4
8954,4657,3996,5,32
9015,1677,3600,3,10
144,4405,715,4,66
314,722,4257,6,29
783,1443,3361,-10,99
798,3308,3034,3,83
863,1251,1322,10,62
928,161,2141,10,6
1028,3152,4476,5,72
1070,220,2680,9,897
1213,401,3387,2,88
1286,3852,472,2,52
1372,1975,1668,8,51
1425,2612,2887,-3,34
1758,4473,560,4,63
1953,4669,807,2,26
2437,789,520,3,16
2742,1718,3100,7,22
2875,2882,4777,4,31
2876,3925,140,6,24
2895,3325,1036,1,31
2962,4297,240,2,64
3220,4212,17,5,46
3229,4101,1778,4,59
3238,3267,1075,2,61
3675,3633,973,9,8
3930,1573,3002,9,21
3933,1301,1092,10,40
4065,632,999,10,5
4099,400,1662,10,47
4181,2636,4155,8,81
4242,1837,3398,6,57
4274,1596,1203,9,7
4518,4473,2466,2,83
4534,4583,2377,3,90
5138,1574,164,6,49
5281,2218,4300,9,39
5465,3031,147,1,29
5589,4627,4877,10,4
5600,343,557,3,67
5916,3285,1187,6,8
6072,4937,1967,8,36
6150,363,1003,8,31
6368,443,1430,8,85
6472,3487,3407,5,83
6629,2424,1202,3,96
6775,3339,4536,4,84
6848,4119,4170,2,4
7039,2872,1869,8,99
7085,4958,2191,6,71
7158,1719,631,8,58
7578,628,3891,10,85
7644,3152,3492,2,97
7818,3005,3989,2,3
7898,3188,1990,8,15
7983,2595,3760,4,31
8178,3093,808,-10,82
8273,2103,4443,6,87
8286,3197,1061,6,18
8416,1418,280,7,13
8425,1933,1276,1,31
8510,183,916,4,29
8608,129,4739,7,38
8644,4305,4970,9,19
9093,1702,2293,3,66
9283,3904,192,1,57
9438,2589,1946,8,38
9526,4233,4271,2,95
9642,3730,3387,4,88
9851,2395,3409,9,2
366,2949,3831,5,65
393,4771,1899,5,14
588,3130,2263,4,76
676,1881,2958,4,51
733,4183,1356,9,40
999,4746,4704,7,45
1081,4914,3847,9,3
1209,1221,2003,3,37
1683,815,523,5,42
1910,943,4679,3,94
1941,3792,4159,7,72
2387,4103,2829,8,66
2504,3153,3932,2,58
2853,4759,1448,5,59
2903,1837,3155,6,55
3328,4153,1497,9,6
3347,996,2593,4,55
3408,653,644,9,52
3530,1511,981,1,75
3744,4371,3818,-7,85
4268,4121,1054,6,1
4371,2909,405,2,39
4454,4504,2722,3,56
4493,2888,3344,6,41
4756,4940,3310,10,14
4889,2476,2683,10,100
5077,4194,3864,8,54
5216,2336,4670,5,77
5513,294,1710,10,80
5850,3201,2963,2,96
5932,1797,4250,5,20
5947,4799,2086,3,37
6201,1718,2902,1,18
6331,4392,173,1,15
6398,2705,2351,4,38
6419,3098,1364,10,61
6468,835,4087,8,29
6594,259,4648,6,21
6994,3181,227,4,48
7236,1744,1405,2,26
7424,781,4105,2,47
7496,3569,1352,5,78
7541,2457,2846,2,24
7601,4725,1907,3,86
7727,4445,4946,1,34
7791,1777,268,8,8
7939,3133,1938,1,6
8154,892,4686,6,74
8695,4653,401,3,4
8824,3079,2396,10,5
9110,4137,3126,1,38
9197,3567,3066,10,49
9217,297,2580,4,36
9456,3184,1984,2,363
9527,2490,1454,3,32
9817,342,1418,8,68
9899,297,4915,1,86
136,2933,1917,5,44
231,4245,1585,5,92
576,4336,569,9,32
942,311,4387,7,62
1059,4241,3536,-8,63
1282,1277,104,4,51
1575,1536,1351,4,69
1837,2595,988,8,91
1991,108,4156,3,61
2125,2592,4816,2,9
2492,1391,1615,6,67
3032,3779,1435,6,85
3319,3818,1418,5,30
3426,872,1087,3,71
3577,4686,3728,4,75
4127,1868,1982,10,10
4192,280,4685,3,85
4273,4817,995,7,38
4713,2039,4522,6,80
4901,1463,460,4,21
5186,1727,633,9,47
5339,2272,3254,6,97
5412,3869,2104,9,62
5432,2871,496,5,98
5502,2680,1539,2,81
5620,3795,3427,10,56
5644,3957,3208,1,17
5929,4543,2185,4,87
5961,1899,4525,3,7
6353,4194,322,8,53
6435,1490,4564,6,54
6872,2392,4308,10,7
7155,3615,2621,10,95
7489,2984,3221,6,76
7575,897,2558,6,67
7657,3327,3495,2,4
7688,1520,2001,5,8
7796,1591,3303,1,38
8522,1765,679,9,15
8632,96,3099,2,76
8812,2039,2966,7,23
9349,1556,548,10,93
9458,322,3107,10,30
9613,1553,40,3,32
9764,4984,1577,7,96
207,1214,4384,9,33
517,4124,3278,6,51
1207,1161,3105,6,84
1357,1442,2343,1,71
1377,4448,4113,6,68
1740,339,2277,6,4
1882,3908,1812,7,75
2195,2976,3562,10,13
2246,2782,4483,10,17
2391,3428,1062,10,35
2464,643,4608,3,42
2736,2247,4525,1,51
2852,1333,2323,10,51
3057,4026,2342,10,730
3461,4201,2185,4,64
3733,3123,2870,6,64
3926,1994,4283,1,40
3936,2324,1879,8,18
3964,2392,1793,2,64
4004,1834,2827,5,33
4280,2099,1983,7,31
4633,1956,2593,2,87
4716,1242,1357,9,43
4874,3288,3845,9,67
5093,1141,1842,8,67
5217,2127,885,6,64
5296,2012,3150,3,98
6424,1194,3560,7,50
6549,3847,818,7,28
6847,2153,4587,8,42
7102,1400,4695,8,5
7110,3690,1848,4,79
7356,1605,1393,8,53
7698,271,3077,10,23
8219,1583,411,10,18
8269,3176,1007,3,414
8558,3335,3666,5,92
8693,3786,3704,4,93
8711,1839,4883,10,717
8825,1915,1042,9,24
8834,3294,2945,5,7
8939,2150,3514,5,49
9103,1663,3200,6,92
9232,4847,140,8,78
9646,4008,1749,10,56
304,586,4643,4,44
515,2575,4065,2,35
703,4036,351,3,289
831,2725,1248,4,45
1646,3218,3489,7,88
1866,2701,2219,1,75
1993,1046,3845,3,10
2105,804,2768,10,24
2138,3381,1755,9,100
2168,3655,1064,8,92
2718,3193,78,4,87
2727,4659,2192,9,44
3325,1778,2345,7,46
3529,2229,1755,4,27
3768,3162,3152,6,69
3910,1537,3331,9,52
3924,747,4760,9,48
3996,4683,2183,7,35
4085,1992,1186,1,69
4240,2562,2962,7,932
4668,1530,84,5,67
4698,604,2701,2,96
4947,1439,923,5,21
5036,2673,3034,1,87
5372,4060,2265,4,80
5416,4590,4785,1,68
5510,1800,1917,6,49
5604,1051,4139,6,40
5833,1384,1924,4,73
5847,1975,3498,9,93
5878,3826,2845,8,16
5946,2775,1499,2,34
6519,3029,3331,10,59
6584,3686,2063,10,33
6698,473,592,8,80
6911,1761,3307,1,90
7349,1671,671,6,44
7648,3397,1083,5,98
7663,4495,4948,8,18
7798,4096,2609,10,545
7873,3810,1796,4,9
7903,1163,4642,9,783
7910,4759,4497,7,61
8345,1686,4984,10,78
8683,464,528,8,66
8814,4841,4836,7,64
8877,2717,2005,9,96
9306,3218,2950,6,63
9308,3930,2971,3,72
9757,4955,4423,4,28
156,4894,1579,1,93
227,3120,635,8,19
518,4677,4417,9,75
714,2812,1603,8,53
905,471,3276,4,43
917,1275,307,3,92
948,4927,329,4,96
984,2947,2948,2,3
1133,4311,620,7,54
1779,4343,704,6,30
1800,1528,3467,2,40
2034,687,3364,5,69
2094,143,2508,4,37
2095,3868,3142,10,39
2278,4284,2883,4,51
2377,167,3124,7,1
2592,60,1276,2,61
2656,313,3917,9,33
2832,1957,1842,7,57
2898,3234,899,9,93
2971,1663,733,4,54
3355,234,4872,10,18
3463,2012,177,7,97
3608,2178,3955,3,49
3736,2569,359,8,23
3809,4328,26,3,50
4338,4807,4748,1,85
4343,910,2310,8,79
5402,707,836,5,38
5541,1951,2446,4,18
5584,1758,1659,8,36
5640,4885,2016,3,88
5774,2481,2798,10,291
5820,814,3882,9,67
5849,4546,88,4,91
6551,1973,791,2,30
6864,277,2748,10,42
7017,2779,2165,6,46
7226,1146,1343,5,81
7284,4676,2958,4,31
7495,4108,3806,8,95
7879,871,2015,-5,10
8030,2157,188,5,1
8104,108,4901,1,46
8111,202,160,10,67
8414,4134,1884,4,66
8681,236,1722,6,20
8986,193,4462,1,40
8999,4648,1960,5,119
9177,1187,4690,8,9
9320,2507,608,9,75
9713,2700,934,6,71
9896,21,1617,-7,25
9983,851,1552,7,22
586,2792,3020,-7,45
753,2775,1400,10,37
755,203,3141,4,76
792,3586,2442,2,26
843,3391,4246,4,3
865,4070,4745,9,51
936,4664,3433,2,38
1094,1546,4748,4,3
1167,3468,2336,6,55
1189,992,2597,9,77
1623,9,4156,2,9
1860,1919,3483,10,82
1966,781,3085,6,2
2004,4634,4057,5,8
2140,336,14,9,78
2913,1008,3539,5,4
3236,692,3648,1,32
3263,2845,2050,3,66
3515,1994,4851,10,66
3603,2298,2027,3,62
3613,661,4210,4,85
4037,512,2530,7,22
4657,1229,3571,-1,45
4715,3559,2422,-8,24
4786,3866,1117,7,43
4857,3135,559,6,86
4904,668,4507,4,98
5206,4592,3100,8,75
5249,4479,4024,10,35
5304,2158,4763,9,72
5427,325,1943,8,100
5508,671,1577,10,53
5575,85,4203,5,67
5760,1095,3889,10,93
5790,3011,4533,2,34
5819,1663,925,4,25
6058,4171,3608,10,46
6243,4715,3759,10,1
6711,3650,838,7,51
6774,1451,404,10,97
6784,2033,1867,1,6
7177,118,4543,-4,74
7324,2939,4044,4,72
7401,1471,1457,2,50
7586,1657,211,9,7
7675,497,1229,10,35
7932,4575,1952,7,90
8037,2024,4955,5,7
8170,3485,4728,7,92
8268,4452,2186,2,20
8435,4564,2628,8,81
8595,3808,2048,9,95
8990,2416,3294,2,56
9120,4039,3064,9,32
9139,4986,3927,3,5
9267,998,3464,5,50
9340,1479,1088,6,70
9420,4247,778,8,65
9967,4165,3248,1,87
260,1021,2308,10,58
970,4128,765,1,45
1483,4182,106,10,131
2384,2602,4264,8,33
2867,4912,2675,5,45
2868,2966,4619,6,46
2943,1795,4301,3,30
2949,3704,2608,6,16
3024,2090,3911,5,87
3180,4985,4966,-7,46
3240,4494,4284,6,45
3415,3072,3311,4,7
3425,124,260,3,31
3743,3354,879,6,48
3849,696,4048,1,23
4254,1762,4227,1,30
4255,3326,1283,1,54
4917,2304,2799,4,42
5030,2018,6,9,79
5056,4212,3079,10,46
5131,3535,4173,4,45
5282,810,1535,4,22
5581,3589,2753,9,13
5723,633,523,5,76
5735,3564,3554,6,3
6104,3218,4343,10,66
6681,1790,4496,8,53
7122,277,1471,8,26
7244,3603,4354,8,77
7421,1256,3872,-5,63
7545,1479,4118,3,98
7608,4010,2303,2,36
7669,4482,1880,7,14
7889,1319,1448,10,40
7900,4960,283,5,37
7990,2808,2534,2,69
8120,3967,3924,6,85
8518,805,3279,6,51
8890,2655,4676,4,2
9238,2105,3447,6,57
9523,2484,2793,2,8
17,3988,22,10,88
249,4284,4839,6,18
1612,3005,3654,3,69
1720,2891,3453,2,46
1805,2393,4043,1,68
2028,3876,3635,8,10
2171,1329,1299,3,68
2332,2348,2060,6,30
2662,3281,4866,1,47
3029,4950,1464,4,9
3211,2914,1107,5,93
3227,1802,588,6,8
3235,1737,2639,8,50
3249,598,746,4,29
3265,1245,2539,6,67
3292,687,3531,4,8
3517,4826,2040,3,1
3557,2932,4216,7,26
4942,2203,434,4,39
5300,1554,3174,8,71
5369,257,2374,9,3
6052,2675,3542,9,62
6752,4449,3318,9,11
7131,3905,4748,8,56
7154,4117,3555,2,89
7292,292,3864,6,64
7660,4409,2744,4,82
7676,3355,1254,10,27
7761,169,1175,7,97
7880,337,4034,1,63
8102,560,1654,1,75
8195,3452,493,1,48
8254,508,3727,1,5
8366,99,985,7,59
8448,3509,3984,2,53
8797,4439,4916,6,61
8981,3814,68,1,31
9154,1650,2370,7,52
9412,344,3370,3,22
9777,1287,4944,1,98
9842,2440,936,4,58
9880,3660,3175,8,61
9955,2353,1204,1,73
2023,2363,4497,9,66
4,2578,2712,4,64
81,2741,1917,8,8
110,673,185,7,93
623,4007,797,8,61
653,4560,2183,2,15
814,3626,4098,4,3
856,4202,170,4,69
959,3033,2893,4,15
1080,4390,296,7,71
1119,2015,3296,4,65
1240,4820,898,-8,68
1676,4654,2304,5,45
2076,4451,4145,1,80
2475,2578,3998,4,63
2612,2578,4732,7,82
2879,2722,4934,8,18
3508,2681,1672,8,3
3660,3595,3515,2,65
3712,1604,4479,5,34
4225,3836,4589,2,4
4307,3565,23,2,88
4442,861,1470,6,72
4783,4136,4089,5,63
5006,391,1759,1,99
5150,4712,1871,1,6
5433,1683,4588,9,93
5592,1400,2236,9,43
5780,302,1205,2,37
5855,2310,1057,2,77
6091,4195,4374,9,57
6196,2190,3971,5,47
6312,2823,2218,4,86
6654,4261,270,3,40
6893,1282,3964,4,42
7081,1003,1028,10,28
7210,387,1150,4,37
7392,3226,3869,5,49
7826,3718,2249,5,90
7885,998,736,-9,77
7926,1039,1540,6,79
8149,1281,2094,7,30
8370,3403,1502,1,92
8387,1268,3582,2,48
8619,4168,3070,7,47
8908,3018,4804,3,19
8919,891,2174,2,65
9734,1,3174,3,84
9768,4227,4674,-7,98
9111,4165,3700,9,84
119,4115,1908,8,66
433,4761,4689,6,36
654,3082,4120,5,67
742,3154,4121,10,92
1034,1231,3291,9,19
1149,4690,42,4,13
1392,2471,2293,1,18
1454,4764,3556,7,75
1469,155,3238,9,46
2167,2122,3526,1,72
2206,4951,2500,10,3
2376,1375,4468,1,39
2538,3344,3538,8,10
2724,3129,4792,9,82
3064,299,2534,8,82
3261,616,1571,7,63
3284,273,579,8,76
3363,2828,1491,1,58
3509,616,1437,10,17
3952,2554,906,7,65
4163,1528,3945,7,85
4445,3723,1737,9,11
4827,2899,1504,3,89
4979,3600,1434,10,73
5211,1880,750,9,95
5471,93,3311,5,100
5616,2719,351,4,71
5642,852,61,8,19
5756,4056,4008,8,69
5869,354,446,8,513
5919,3266,2726,4,20
6453,1268,3903,6,76
6704,4330,3765,6,17
6840,323,2049,9,88
6902,4490,429,1,97
7298,999,3831,10,528
7386,4778,3321,10,57
7849,1384,1220,2,9
8060,1607,3305,6,86
8277,1588,4016,4,63
8388,3269,4172,9,73
8481,1805,2436,7,56
8554,341,4664,6,38
8987,1530,1466,10,69
9170,4087,1583,3,52
9635,3291,1183,10,58
9650,2089,1968,4,1
2,3151,3809,-3,8
139,1360,4633,8,53
632,2666,980,9,37
696,4860,2256,10,47
911,1510,3599,3,7
1021,1078,3455,7,65
1153,2155,10,6,98
1307,4324,1289,1,3
1315,3307,1258,7,50
1507,1299,4112,9,24
1605,3223,2354,3,44
1958,2130,3564,4,30
2279,3525,2704,6,56
2418,2613,4167,2,44
2632,1858,1203,10,27
2692,873,4524,9,22
2734,2526,162,2,43
2778,2571,1443,4,61
3120,1264,1173,7,2
3132,2391,1873,9,28
3310,668,157,9,77
3335,4706,763,3,1
4076,4228,1882,3,49
4203,4312,1352,7,253
4335,4319,1404,8,73
4435,258,4051,7,55
4575,2873,1780,3,40
4678,1054,1550,2,55
4784,3416,634,4,34
4865,1687,3929,10,91
4946,4223,3789,6,71
5123,2972,3491,2,29
5244,4369,1055,5,47
5406,1949,3247,9,78
5553,4192,3433,9,32
5755,3827,448,7,42
6054,1223,213,7,4
6083,1471,1791,2,33
6184,102,2708,9,26
6337,2709,446,1,45
6387,3494,3702,1,95
6476,4934,4627,5,32
6787,4216,4425,2,37
7395,457,2409,7,53
7475,5,2183,9,39
8244,704,4233,-2,3
8259,1377,2314,3,31
8279,2863,4525,1,16
8319,3606,3183,5,53
8332,85,1134,3,68
8350,4384,16,7,77
8615,4116,4114,1,66
8905,31,4220,10,33
9143,248,2292,8,48
9149,2770,3333,-9,46
9245,3221,1939,1,53
9355,391,2733,2,12
9565,2443,348,2,97
9703,324,557,4,94
9758,4670,4885,3,71
961,2846,1148,2,8
996,1488,1481,2,29
1140,3775,2528,6,36
1267,2707,1750,3,55
1430,4883,3441,2,26
1596,2278,4838,1,65
1775,81,4195,10,94
1795,1621,4506,6,66
1977,3391,1086,6,77
2154,1116,4974,9,53
2360,3534,470,6,76
2435,547,1027,5,45
2635,4020,2517,8,73
2657,441,4633,8,83
2666,4605,1277,9,46
2974,2757,3390,8,84
3674,2216,1551,2,19
3681,3277,4046,8,7
4272,2867,619,7,2
4381,3272,4102,9,26
4396,1435,1792,10,67
4523,2970,545,2,62
5132,4482,3954,3,70
5147,1364,3432,10,46
5283,1630,257,4,9
5299,417,1339,3,20
5408,4847,4633,4,5
5659,1699,2836,10,26
5865,2798,3613,9,8
6012,4241,1120,7,66
6142,3554,1467,3,68
6598,2775,3050,7,52
6657,4758,3796,4,25
7125,2087,1800,1,19
7136,1261,2223,2,335
7194,2974,4497,6,47
7215,3818,1130,3,5
7459,4343,4375,6,63
7506,126,4119,9,13
7985,3270,1679,3,80
8180,1346,3910,9,25
8235,2978,763,9,69
8433,3730,824,3,41
8463,944,1980,4,57
8482,139,2857,5,54
8557,3859,3025,8,737
8704,2250,4565,1,67
8934,2037,213,-3,1
8980,3709,822,4,9
9008,2720,2661,9,11
9019,3675,1076,1,43
9303,1066,3979,8,47
9315,4331,3934,5,33
9508,4551,3512,8,40
9653,1946,2154,4,61
9793,694,3426,7,88
9946,2187,4849,2,96
345,4472,3462,4,25
482,319,136,1,17
1218,1232,3640,9,81
2038,402,4133,7,28
2039,1602,2812,2,23
2083,3552,308,1,44
2950,1354,3249,6,26
3077,3213,3787,6,18
3259,338,525,7,86
3852,185,3515,10,77
3972,2191,1977,2,43
4019,1180,4049,10,99
4218,4344,4473,7,59
4303,2809,4641,8,424
4722,2777,1908,7,29
4962,2436,3857,6,38
5311,1722,1776,1,30
5979,1925,288,9,52
6148,4969,3615,1,90
6161,2291,900,8,35
6181,3022,4845,1,33
6459,3295,1942,6,7
6750,188,2896,4,25
6933,3247,2599,3,61
6956,3541,141,9,48
7069,2439,2566,3,85
7318,619,2327,8,70
7544,4211,3310,4,84
7708,2771,400,5,79
7749,2421,3660,6,10
7876,930,321,4,22
8083,925,168,6,17
8412,3935,925,6,42
8443,2742,825,10,9
8516,1713,2403,9,31
8678,1794,2464,9,45
8692,2346,3243,2,51
9125,3157,2107,-1,58
9224,4497,1459,9,65
9486,4192,2313,7,20
9623,2607,1570,10,47
9841,3952,4146,3,60
9876,165,1553,4,39
43,898,3233,7,34
52,2234,2799,6,16
143,219,1886,4,47
236,3699,3771,5,62
243,4542,1272,2,9
484,3884,2496,2,63
485,3012,1966,5,28
679,1217,3511,4,93
1014,3531,3350,8,11
1751,1035,642,6,90
2091,3884,1478,2,54
2143,4738,109,5,59
2745,3210,2034,8,23
2752,931,2539,7,49
2921,1855,137,3,12
3293,1656,655,5,86
3386,4352,3089,4,58
3434,1261,2145,8,75
3649,1089,1221,9,59
3696,3021,828,10,51
